TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,FailReason,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds
380673,2020-07-01,U0422919,haryana,google_pay,451,Success,,651,Bill,App,Android,0.14,Settled,0,0
380674,2020-07-31,U0178764,maharashtra,google_pay,118,Success,,245,Bill,App,Android,1.65,Settled,0,0
380675,2020-07-09,U0117564,rajasthan,paytm,930,Success,,905,P2M,App,Android,5.75,Settled,0,0
380676,2020-07-27,U0448253,bihar,google_pay,62,Failed,Server Downtime,232,Recharge,App,Android,,Pending,0,1
380677,2020-07-12,U0058053,maharashtra,google_pay,64,Success,,178,Bill,App,Android,1.64,Settled,0,0
380678,2020-07-02,U0084481,tripura,google_pay,3081,Success,,586,P2P,Web,Android,4.89,Settled,0,0
380679,2020-07-24,U0150642,gujarat,paytm,455,Success,,869,P2P,App,Android,0.38,Settled,0,0
380680,2020-07-06,U0340201,karnataka,paytm,764,Success,,340,Recharge,App,Android,2.79,Settled,0,0
380681,2020-07-05,U0007081,kerala,phonepe,861,Success,,350,Recharge,App,Android,2.29,Settled,0,0
380682,2020-07-21,U0183496,jammu_kashmir,google_pay,394,Success,,725,P2M,App,Android,0.43,Settled,0,0
380683,2020-07-18,U0394199,manipur,bhim,2812,Success,,268,Recharge,App,Android,0.3,Settled,0,0
380684,2020-07-29,U0326183,meghalaya,google_pay,638,Success,,279,Recharge,App,Android,0.79,Settled,0,0
380685,2020-07-09,U0212052,uttar_pradesh,google_pay,40,Success,,222,P2P,App,Android,0.31,Settled,0,0
380686,2020-07-19,U0393147,karnataka,paytm,144,Success,,260,Bill,App,iOS,0.07,Settled,0,0
380687,2020-07-18,U0076045,karnataka,amazon_pay,213,Success,,210,Bill,App,Android,1.18,Settled,0,0
380688,2020-07-31,U0364154,maharashtra,google_pay,179,Success,,266,Bill,App,Android,0.71,Settled,0,0
380689,2020-07-30,U0340912,rajasthan,phonepe,247,Success,,618,Bill,App,Android,2.49,Settled,0,0
380690,2020-07-30,U0251655,andhra_pradesh,paytm,140,Success,,714,Bill,App,Android,0.73,Settled,0,0
380691,2020-07-11,U0282360,tamil_nadu,paytm,308,Failed,Invalid VPA,987,P2M,App,Android,,Pending,0,1
380692,2020-07-01,U0207120,telangana,paytm,136,Failed,Daily Limit Exceeded,184,P2M,App,Android,,Pending,0,1
380693,2020-07-12,U0127036,bihar,paytm,482,Success,,943,Recharge,Web,iOS,0.36,Settled,0,0
380694,2020-07-28,U0307177,kerala,google_pay,819,Success,,606,Recharge,App,iOS,0.55,Settled,0,0
380695,2020-07-28,U0043126,arunachal_pradesh,google_pay,113,Success,,979,Bill,App,Android,2.42,Settled,0,0
380696,2020-07-29,U0137174,gujarat,amazon_pay,654,Success,,661,Bill,App,Android,0.34,Settled,0,0
380697,2020-07-03,U0240351,uttarakhand,google_pay,637,Success,,493,P2M,App,iOS,0.21,Settled,0,0
380698,2020-07-11,U0096650,jammu_kashmir,paytm,62,Success,,917,Bill,App,Android,7.5,Settled,0,0
380699,2020-07-03,U0347767,bihar,paytm,5536,Success,,591,Recharge,App,Android,0.31,Settled,0,0
380700,2020-07-25,U0146326,odisha,supermoney,321,Success,,496,P2M,App,iOS,0.25,Settled,0,0
380701,2020-07-17,U0022881,odisha,phonepe,446,Success,,988,P2P,App,Android,0.78,Settled,0,0
380702,2020-07-02,U0117595,madhya_pradesh,google_pay,779,Success,,991,Bill,App,Android,0.55,Settled,0,0
380703,2020-07-07,U0367103,jammu_kashmir,paytm,1491,Success,,567,P2P,App,iOS,0.1,Settled,0,0
380704,2020-07-07,U0487049,bihar,google_pay,443,Failed,Insufficient Balance,501,Bill,App,Android,,Pending,0,2
380705,2020-07-15,U0036554,jharkhand,supermoney,482,Success,,973,Bill,Web,Android,2.98,Settled,0,0
380706,2020-07-31,U0243536,jharkhand,supermoney,371,Success,,902,P2P,App,Android,0.71,Settled,0,0
380707,2020-07-27,U0297050,west_bengal,paytm,3676,Success,,180,Recharge,App,iOS,1.15,Settled,0,0
380708,2020-07-24,U0376301,madhya_pradesh,phonepe,1161,Success,,669,P2P,Web,Android,0.09,Settled,0,0
380709,2020-07-12,U0317456,maharashtra,paytm,148,Success,,654,P2P,App,iOS,3.62,Settled,0,0
380710,2020-07-19,U0248765,gujarat,paytm,669,Success,,852,P2M,App,Android,1.4,Settled,0,0
380711,2020-07-04,U0256949,tamil_nadu,phonepe,654,Success,,740,Bill,App,Android,0.03,Settled,0,0
380712,2020-07-29,U0466889,uttar_pradesh,supermoney,460,Success,,463,Recharge,App,iOS,1.13,Settled,0,0
380713,2020-07-21,U0130472,gujarat,amazon_pay,204,Failed,Network Error,772,P2M,App,Android,,Pending,0,1
380714,2020-07-22,U0362296,haryana,amazon_pay,1196,Success,,846,Recharge,App,Android,0.78,Settled,0,0
380715,2020-07-05,U0237468,meghalaya,google_pay,707,Pending,Invalid VPA,460,Recharge,App,Android,,Pending,1,1
380716,2020-07-26,U0288094,goa,phonepe,1155,Success,,216,P2M,App,Android,1.3,Settled,0,0
380717,2020-07-04,U0154977,meghalaya,amazon_pay,128,Success,,266,P2P,App,Android,0.18,Settled,0,0
380718,2020-07-16,U0253697,maharashtra,phonepe,1552,Success,,935,Recharge,App,iOS,1.54,Settled,0,0
380719,2020-07-01,U0209694,karnataka,paytm,130,Pending,Network Error,487,P2M,App,Android,,Pending,1,0
380720,2020-07-01,U0345964,bihar,paytm,105,Success,,843,Recharge,App,Android,3.22,Settled,0,0
380721,2020-07-02,U0349297,rajasthan,supermoney,261,Success,,105,P2M,App,Android,2.78,Settled,0,0
380722,2020-07-19,U0132178,chandigarh,google_pay,135,Success,,382,P2M,App,Android,0.5,Settled,0,0
380723,2020-07-29,U0102108,kerala,paytm,786,Success,,635,Recharge,App,Android,0.03,Settled,0,0
380724,2020-07-01,U0334449,delhi,paytm,857,Failed,Network Error,674,P2P,Web,Android,,Pending,0,3
380725,2020-07-12,U0276300,west_bengal,phonepe,981,Success,,132,P2M,App,Android,0.03,Settled,0,0
380726,2020-07-01,U0413814,kerala,bhim,929,Success,,527,P2M,App,Android,0.52,Settled,0,0
380727,2020-07-17,U0385718,odisha,google_pay,548,Success,,202,Recharge,App,iOS,2.04,Settled,0,0
