TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,FailReason,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds
522217,2022-04-08,U0159046,uttarakhand,amazon_pay,188,Success,,124,P2M,App,iOS,0.67,Settled,0,0
522218,2022-04-08,U0082796,arunachal_pradesh,supermoney,370,Failed,Daily Limit Exceeded,554,Recharge,App,iOS,,Pending,0,2
522219,2022-04-17,U0047719,tamil_nadu,amazon_pay,2676,Success,,195,P2M,App,Android,0.21,Settled,0,0
522220,2022-04-08,U0019663,jammu_kashmir,google_pay,1025,Success,,335,P2P,Web,Android,2.21,Settled,0,0
522221,2022-04-30,U0141488,tamil_nadu,phonepe,622,Success,,952,Recharge,App,Android,0.32,Settled,0,0
522222,2022-04-29,U0354052,madhya_pradesh,google_pay,458,Success,,884,P2P,App,Android,1.35,Settled,0,0
522223,2022-04-06,U0149863,delhi,paytm,72,Success,,333,P2M,App,Android,7.86,Settled,0,0
522224,2022-04-18,U0246681,maharashtra,google_pay,638,Success,,539,P2P,App,iOS,0.52,Settled,0,0
522225,2022-04-23,U0493904,meghalaya,amazon_pay,433,Success,,420,P2M,Web,Android,0.08,Settled,0,0
522226,2022-04-06,U0107911,punjab,paytm,772,Success,,923,P2M,App,Android,0.21,Settled,0,0
522227,2022-04-08,U0085773,maharashtra,google_pay,1799,Success,,845,P2M,App,Android,0.9,Settled,0,0
522228,2022-04-14,U0383561,karnataka,paytm,72,Success,,900,P2M,Web,Android,4.53,Settled,0,0
522229,2022-04-03,U0489519,kerala,phonepe,1814,Success,,617,P2M,App,Android,0.03,Settled,0,0
522230,2022-04-13,U0338788,uttar_pradesh,phonepe,126,Success,,381,P2P,App,Android,1.67,Settled,0,0
522231,2022-04-05,U0093509,sikkim,paytm,1694,Success,,681,Recharge,App,Android,0.03,Settled,0,0
522232,2022-04-29,U0440893,haryana,google_pay,658,Success,,890,P2M,App,iOS,1.78,Settled,0,0
522233,2022-04-05,U0499386,uttarakhand,phonepe,719,Success,,226,P2P,App,Android,0.36,Settled,0,0
522234,2022-04-14,U0248397,kerala,paytm,77,Success,,849,Bill,App,Android,3.29,Settled,0,0
522235,2022-04-22,U0106599,uttar_pradesh,supermoney,115,Success,,101,Bill,App,iOS,2.65,Settled,0,0
522236,2022-04-13,U0041702,telangana,paytm,282,Success,,265,Recharge,App,iOS,1.08,Settled,0,0
522237,2022-04-11,U0049912,arunachal_pradesh,supermoney,183,Success,,248,Recharge,Web,Android,1.39,Settled,0,0
522238,2022-04-11,U0424953,tamil_nadu,amazon_pay,153,Success,,150,Bill,App,Android,0.22,Settled,0,0
522239,2022-04-28,U0257380,madhya_pradesh,google_pay,273,Success,,357,P2P,Web,Android,0.1,Settled,0,0
522240,2022-04-04,U0459214,telangana,phonepe,1706,Success,,797,Bill,App,iOS,0.58,Settled,0,0
522241,2022-04-15,U0025041,chhattisgarh,google_pay,7329,Failed,Server Downtime,330,Bill,Web,iOS,,Pending,0,1
522242,2022-04-22,U0362022,arunachal_pradesh,amazon_pay,405,Failed,Bank Reject,917,Bill,App,Android,,Pending,0,2
522243,2022-04-10,U0274812,kerala,phonepe,97,Pending,Insufficient Balance,161,Bill,App,Android,,Pending,1,1
522244,2022-04-23,U0168678,delhi,google_pay,374,Success,,993,Bill,App,Android,5.01,Settled,0,0
522245,2022-04-26,U0347260,punjab,google_pay,789,Success,,561,Bill,App,Android,2.3,Settled,0,0
522246,2022-04-15,U0457696,maharashtra,paytm,1973,Success,,288,Bill,App,Android,0.55,Settled,0,0
522247,2022-04-24,U0326406,punjab,google_pay,129,Success,,603,Bill,App,Android,0.22,Settled,0,0
522248,2022-04-26,U0312235,sikkim,google_pay,1069,Success,,492,P2M,App,iOS,3.13,Settled,0,0
522249,2022-04-30,U0389397,uttarakhand,phonepe,215,Success,,507,P2P,Web,Android,0.27,Settled,0,0
522250,2022-04-25,U0395665,west_bengal,google_pay,65,Success,,750,P2P,Web,Android,2.2,Settled,0,0
522251,2022-04-11,U0377107,telangana,phonepe,455,Success,,245,P2P,Web,Android,0.29,Settled,0,0
522252,2022-04-02,U0261900,rajasthan,google_pay,544,Success,,298,P2P,App,iOS,0.15,Settled,0,0
522253,2022-04-03,U0430561,karnataka,google_pay,312,Success,,948,Bill,App,Android,1.6,Settled,0,0
522254,2022-04-06,U0293697,madhya_pradesh,phonepe,601,Success,,753,Recharge,Web,Android,0.3,Settled,0,0
522255,2022-04-06,U0000101,sikkim,paytm,2267,Success,,291,Recharge,Web,Android,0.85,Settled,0,0
522256,2022-04-22,U0421333,andhra_pradesh,phonepe,206,Success,,283,Recharge,App,Android,2.25,Settled,0,0
522257,2022-04-16,U0243825,uttarakhand,phonepe,2029,Success,,976,Recharge,App,iOS,1.66,Settled,0,0
522258,2022-04-10,U0051389,jharkhand,phonepe,696,Success,,169,P2P,App,Android,0.63,Settled,0,0
522259,2022-04-17,U0062125,assam,phonepe,518,Success,,711,P2M,App,iOS,0.3,Settled,0,0
522260,2022-04-27,U0383717,odisha,paytm,552,Success,,732,P2M,App,Android,2.25,Settled,0,0
522261,2022-04-09,U0403876,madhya_pradesh,bhim,202,Success,,569,Recharge,App,Android,1.29,Settled,0,0
