TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,FailReason,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds
303489,2019-07-10,U0192023,chhattisgarh,paytm,311,Success,,313,P2M,App,Android,0.98,Settled,0,0
303490,2019-07-22,U0073322,uttar_pradesh,supermoney,3636,Success,,396,P2M,App,Android,1.48,Settled,0,0
303491,2019-07-27,U0161161,gujarat,phonepe,936,Success,,639,P2P,App,Android,1.19,Settled,0,0
303492,2019-07-22,U0449719,nagaland,supermoney,2356,Success,,246,P2P,Web,iOS,1.0,Settled,0,0
303493,2019-07-17,U0119056,bihar,phonepe,346,Success,,465,P2P,App,Android,2.46,Settled,0,0
303494,2019-07-17,U0129552,punjab,paytm,655,Success,,100,P2P,App,Android,4.7,Settled,0,0
303495,2019-07-20,U0398279,chhattisgarh,amazon_pay,580,Success,,925,Recharge,App,Android,2.26,Settled,0,0
303496,2019-07-26,U0425743,nagaland,phonepe,685,Success,,676,P2M,Web,Android,0.95,Settled,0,0
303497,2019-07-05,U0233002,uttarakhand,phonepe,243,Success,,922,Recharge,Web,Android,6.37,Settled,0,0
303498,2019-07-18,U0251316,assam,amazon_pay,321,Success,,355,Bill,App,Android,4.32,Settled,0,0
303499,2019-07-04,U0006458,uttarakhand,google_pay,883,Success,,839,P2P,App,Android,0.01,Settled,0,0
303500,2019-07-29,U0131872,uttar_pradesh,phonepe,1386,Success,,263,P2P,App,Android,2.76,Settled,0,0
303501,2019-07-22,U0321164,andhra_pradesh,phonepe,850,Success,,605,Recharge,App,Android,2.48,Settled,0,0
303502,2019-07-18,U0224992,meghalaya,paytm,1789,Success,,695,Recharge,App,iOS,1.07,Settled,0,0
303503,2019-07-24,U0183860,maharashtra,bhim,123,Failed,Insufficient Balance,609,P2M,App,iOS,,Pending,0,0
303504,2019-07-18,U0499078,chhattisgarh,google_pay,317,Success,,873,Bill,App,iOS,2.58,Settled,0,0
303505,2019-07-08,U0449398,odisha,phonepe,176,Success,,461,Recharge,App,Android,0.83,Settled,0,0
303506,2019-07-13,U0326656,rajasthan,phonepe,876,Success,,721,Bill,App,Android,1.76,Settled,0,0
303507,2019-07-19,U0245146,uttar_pradesh,phonepe,503,Success,,935,P2M,App,Android,0.41,Settled,0,0
303508,2019-07-24,U0336818,kerala,phonepe,1873,Success,,123,Bill,Web,Android,2.86,Settled,0,0
303509,2019-07-31,U0443293,odisha,supermoney,561,Success,,897,Bill,Web,Android,2.7,Settled,0,0
303510,2019-07-09,U0106154,nagaland,google_pay,347,Success,,894,Recharge,App,iOS,1.0,Settled,0,0
303511,2019-07-13,U0371000,goa,phonepe,213,Success,,530,P2P,App,Android,3.8,Settled,0,0
303512,2019-07-09,U0025646,chandigarh,phonepe,220,Failed,Insufficient Balance,865,P2P,App,Android,,Pending,0,0
303513,2019-07-08,U0412945,arunachal_pradesh,google_pay,534,Success,,484,P2P,App,Android,0.78,Settled,0,0
303514,2019-07-11,U0017481,madhya_pradesh,phonepe,1076,Success,,735,P2M,App,Android,3.61,Settled,0,0
303515,2019-07-07,U0156121,maharashtra,google_pay,26,Success,,545,P2M,App,iOS,1.82,Settled,0,0
303516,2019-07-19,U0474375,punjab,supermoney,705,Pending,Bank Reject,777,Recharge,App,Android,,Pending,1,2
303517,2019-07-15,U0423004,tamil_nadu,google_pay,126,Success,,587,P2M,App,iOS,1.35,Settled,0,0
303518,2019-07-10,U0044911,assam,google_pay,61,Success,,320,P2M,App,Android,0.94,Settled,0,0
303519,2019-07-03,U0433544,rajasthan,paytm,336,Success,,439,Recharge,App,Android,0.14,Settled,0,0
303520,2019-07-01,U0036224,mizoram,phonepe,438,Success,,492,P2P,App,Android,0.08,Settled,0,0
303521,2019-07-19,U0442978,karnataka,amazon_pay,1238,Success,,737,P2P,App,Android,0.9,Settled,0,0
303522,2019-07-03,U0061307,west_bengal,google_pay,966,Failed,Insufficient Balance,865,Recharge,App,Android,,Pending,0,1
303523,2019-07-02,U0404128,maharashtra,phonepe,206,Success,,181,P2P,App,iOS,0.14,Settled,0,0
303524,2019-07-26,U0012486,madhya_pradesh,phonepe,79,Success,,562,P2M,App,Android,1.72,Settled,0,0
303525,2019-07-25,U0442753,meghalaya,phonepe,881,Success,,997,P2M,App,Android,3.03,Settled,0,0
303526,2019-07-23,U0269370,kerala,supermoney,421,Success,,552,P2P,App,Android,2.35,Settled,0,0
303527,2019-07-26,U0157184,manipur,paytm,534,Success,,637,P2M,App,Android,1.89,Settled,0,0
