TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,FailReason,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds
556501,2022-09-08,U0449002,chandigarh,phonepe,1488,Success,,819,Bill,App,Android,0.75,Settled,0,0
556502,2022-09-30,U0282137,west_bengal,supermoney,150,Failed,Network Error,576,Recharge,App,Android,,Pending,0,0
556503,2022-09-20,U0456626,karnataka,phonepe,346,Success,,183,P2M,App,Android,1.42,Settled,0,0
556504,2022-09-21,U0245889,sikkim,amazon_pay,343,Success,,464,Bill,App,Android,0.42,Settled,0,0
556505,2022-09-14,U0076391,nagaland,paytm,279,Success,,530,Bill,App,Android,1.81,Settled,0,0
556506,2022-09-15,U0149720,uttar_pradesh,amazon_pay,552,Success,,234,Bill,App,iOS,0.28,Settled,0,0
556507,2022-09-13,U0151561,west_bengal,google_pay,162,Success,,420,P2P,Web,iOS,0.36,Settled,0,0
556508,2022-09-11,U0199335,karnataka,supermoney,505,Success,,315,P2M,App,Android,0.88,Settled,0,0
556509,2022-09-14,U0291869,kerala,phonepe,473,Success,,465,P2M,App,Android,2.02,Settled,0,0
556510,2022-09-28,U0366433,arunachal_pradesh,paytm,610,Success,,892,Recharge,Web,Android,1.43,Settled,0,0
556511,2022-09-30,U0363896,delhi,phonepe,953,Success,,692,P2M,App,iOS,1.11,Settled,0,0
556512,2022-09-14,U0113398,chhattisgarh,paytm,418,Success,,556,P2P,App,Android,0.2,Settled,0,0
556513,2022-09-07,U0081420,delhi,google_pay,1725,Success,,977,P2M,App,Android,1.38,Settled,0,0
556514,2022-09-09,U0091197,odisha,google_pay,394,Success,,525,Bill,App,Android,2.77,Settled,0,0
556515,2022-09-19,U0451108,madhya_pradesh,google_pay,76,Success,,977,P2P,App,Other,2.01,Settled,0,0
556516,2022-09-21,U0037185,chhattisgarh,google_pay,387,Success,,480,P2M,Web,iOS,0.44,Settled,0,0
556517,2022-09-28,U0224285,odisha,phonepe,260,Success,,258,P2M,App,iOS,1.45,Settled,0,0
556518,2022-09-20,U0310667,sikkim,phonepe,777,Success,,178,Bill,App,Other,4.25,Settled,0,0
556519,2022-09-01,U0306945,odisha,google_pay,253,Success,,536,Recharge,App,Android,0.25,Settled,0,0
556520,2022-09-20,U0118573,andhra_pradesh,paytm,68,Success,,757,P2P,App,Android,1.73,Settled,0,0
556521,2022-09-15,U0471869,gujarat,paytm,337,Success,,519,Recharge,App,Android,1.29,Settled,0,0
556522,2022-09-15,U0421866,bihar,google_pay,695,Success,,480,Recharge,App,iOS,0.41,Settled,0,0
556523,2022-09-18,U0409556,uttarakhand,amazon_pay,566,Success,,680,P2M,App,Android,0.25,Settled,0,0
556524,2022-09-06,U0190266,jammu_kashmir,google_pay,420,Success,,814,P2P,App,Android,3.11,Settled,0,0
556525,2022-09-09,U0359250,uttar_pradesh,phonepe,152,Success,,620,Recharge,App,iOS,0.42,Settled,0,0
556526,2022-09-20,U0310491,andhra_pradesh,amazon_pay,644,Success,,689,Bill,App,Android,0.47,Settled,0,0
556527,2022-09-04,U0080903,gujarat,paytm,252,Success,,987,Recharge,App,Android,0.75,Settled,0,0
556528,2022-09-12,U0404368,uttar_pradesh,google_pay,265,Success,,808,P2P,App,Android,1.03,Settled,0,0
556529,2022-09-25,U0065068,haryana,paytm,213,Success,,413,Recharge,App,Android,1.57,Settled,0,0
556530,2022-09-13,U0055849,kerala,paytm,457,Success,,422,Recharge,App,iOS,0.44,Settled,0,0
556531,2022-09-06,U0020815,bihar,paytm,69,Success,,446,Bill,App,Android,0.33,Settled,0,0
556532,2022-09-20,U0152443,nagaland,paytm,426,Success,,612,Recharge,App,iOS,1.39,Settled,0,0
556533,2022-09-22,U0187970,karnataka,phonepe,709,Success,,575,P2P,App,iOS,0.66,Settled,0,0
556534,2022-09-24,U0343138,nagaland,amazon_pay,92,Success,,370,Bill,App,Android,1.24,Settled,0,0
556535,2022-09-17,U0295351,tamil_nadu,amazon_pay,1884,Success,,517,P2P,App,iOS,0.54,Settled,0,0
556536,2022-09-02,U0370608,haryana,phonepe,575,Success,,646,P2M,App,Android,0.86,Settled,0,0
556537,2022-09-13,U0480556,uttar_pradesh,paytm,523,Success,,114,Bill,App,Android,2.06,Settled,0,0
556538,2022-09-13,U0396731,chandigarh,paytm,268,Success,,444,P2M,App,Android,6.14,Settled,0,0
556539,2022-09-18,U0099661,uttar_pradesh,paytm,106,Success,,955,Recharge,App,Android,0.49,Settled,0,0
556540,2022-09-29,U0249479,karnataka,google_pay,58,Success,,894,P2M,App,Android,1.02,Settled,0,0
556541,2022-09-23,U0433684,goa,google_pay,189,Success,,583,P2P,App,Android,0.14,Settled,0,0
556542,2022-09-24,U0308495,assam,google_pay,150,Success,,567,Recharge,Web,Android,1.11,Settled,0,0
556543,2022-09-08,U0426092,haryana,phonepe,173,Success,,658,Recharge,App,iOS,3.24,Settled,0,0
556544,2022-09-16,U0145341,kerala,google_pay,143,Success,,268,P2P,App,Android,2.58,Settled,0,0
556545,2022-09-14,U0232084,punjab,google_pay,446,Success,,221,Bill,App,Other,1.33,Settled,0,0
556546,2022-09-20,U0141637,karnataka,bhim,242,Success,,448,Bill,App,Android,0.77,Settled,0,0
556547,2022-09-30,U0155934,chandigarh,google_pay,215,Success,,572,P2M,App,iOS,3.49,Settled,0,0
556548,2022-09-06,U0394425,chhattisgarh,paytm,1236,Success,,564,Bill,Web,iOS,0.22,Settled,0,0
556549,2022-09-26,U0150375,haryana,paytm,245,Success,,611,Recharge,Web,Android,0.02,Settled,0,0
556550,2022-09-08,U0463983,punjab,phonepe,580,Success,,630,P2M,App,iOS,0.31,Settled,0,0
556551,2022-09-17,U0480135,maharashtra,phonepe,8230,Success,,165,Bill,Web,Android,0.92,Settled,0,0
556552,2022-09-02,U0298707,haryana,google_pay,99,Success,,683,P2M,App,Android,1.32,Settled,0,0
556553,2022-09-14,U0025708,andhra_pradesh,bhim,1170,Success,,975,Recharge,Web,Android,0.65,Settled,0,0
556554,2022-09-16,U0344669,maharashtra,amazon_pay,482,Success,,383,P2M,App,iOS,3.43,Settled,0,0
556555,2022-09-23,U0125092,kerala,google_pay,2545,Success,,491,P2P,App,iOS,0.81,Settled,0,0
556556,2022-09-22,U0173957,haryana,phonepe,100,Success,,422,Bill,App,Android,3.96,Settled,0,0
556557,2022-09-18,U0347618,tamil_nadu,paytm,149,Success,,728,Recharge,App,iOS,0.35,Settled,0,0
556558,2022-09-19,U0086096,maharashtra,google_pay,712,Success,,896,P2P,App,Android,1.02,Settled,0,0
556559,2022-09-29,U0425169,kerala,bhim,161,Success,,938,P2P,App,Android,1.15,Settled,0,0
556560,2022-09-21,U0399474,gujarat,phonepe,1389,Success,,221,Bill,App,iOS,0.6,Settled,0,0
556561,2022-09-15,U0470539,tripura,phonepe,695,Success,,160,Recharge,Web,iOS,0.38,Settled,0,0
556562,2022-09-10,U0424172,manipur,bhim,210,Success,,529,P2P,App,Android,0.06,Settled,0,0
556563,2022-09-26,U0095741,delhi,phonepe,84,Success,,967,Recharge,App,Android,1.39,Settled,0,0
556564,2022-09-05,U0164761,andhra_pradesh,phonepe,1115,Success,,400,Recharge,App,Android,0.98,Settled,0,0
556565,2022-09-27,U0185391,delhi,google_pay,303,Success,,829,P2M,App,Android,0.57,Settled,0,0
556566,2022-09-13,U0129623,meghalaya,phonepe,940,Success,,524,P2P,App,Android,3.94,Settled,0,0
556567,2022-09-09,U0324080,rajasthan,paytm,88,Success,,337,Bill,Web,Android,5.08,Settled,0,0
556568,2022-09-28,U0229307,maharashtra,phonepe,470,Success,,963,Bill,App,Other,0.73,Settled,0,0
556569,2022-09-02,U0206943,west_bengal,phonepe,1091,Success,,386,Bill,Web,Android,1.71,Settled,0,0
556570,2022-09-20,U0154993,jharkhand,google_pay,104,Success,,896,Recharge,Web,Android,0.14,Settled,0,0
556571,2022-09-13,U0041609,goa,phonepe,152,Success,,712,Bill,App,Android,3.79,Settled,0,0
556572,2022-09-18,U0190902,west_bengal,phonepe,225,Success,,457,P2M,App,Android,0.56,Settled,0,0
556573,2022-09-05,U0049709,uttar_pradesh,supermoney,9535,Success,,988,Recharge,App,iOS,0.58,Settled,0,0
556574,2022-09-30,U0044894,odisha,phonepe,437,Success,,941,P2P,App,Android,0.4,Settled,0,0
556575,2022-09-15,U0418598,west_bengal,google_pay,384,Success,,209,P2P,Web,Android,3.71,Settled,0,0
556576,2022-09-15,U0173042,chandigarh,google_pay,318,Success,,441,Bill,App,Android,1.39,Settled,0,0
556577,2022-09-11,U0148795,madhya_pradesh,phonepe,280,Success,,455,P2P,App,Android,2.12,Settled,0,0
556578,2022-09-02,U0494153,west_bengal,phonepe,663,Success,,321,P2P,App,iOS,0.01,Settled,0,0
556579,2022-09-23,U0427028,west_bengal,supermoney,275,Success,,416,P2M,App,Android,3.67,Settled,0,0
556580,2022-09-02,U0218778,tamil_nadu,paytm,333,Success,,383,Recharge,App,Android,0.06,Settled,0,0
556581,2022-09-16,U0391658,west_bengal,google_pay,1211,Success,,302,P2M,App,iOS,2.65,Settled,0,0
556582,2022-09-21,U0077143,west_bengal,google_pay,7391,Success,,281,Recharge,App,Android,1.5,Settled,0,0
556583,2022-09-09,U0245859,assam,google_pay,16805,Success,,423,P2P,App,iOS,0.52,Settled,0,0
