TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,FailReason,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds
577012,2022-12-26,U0121651,sikkim,supermoney,32,Success,,439,P2P,App,Android,0.11,Settled,0,0
577013,2022-12-21,U0158403,odisha,amazon_pay,1613,Success,,344,P2P,App,Android,0.27,Settled,0,0
577014,2022-12-19,U0235186,karnataka,google_pay,1169,Success,,702,P2P,App,iOS,1.41,Settled,0,0
577015,2022-12-08,U0460509,west_bengal,phonepe,108,Success,,301,Recharge,App,Android,0.48,Settled,0,0
577016,2022-12-30,U0445338,nagaland,google_pay,388,Success,,207,P2M,App,Android,1.18,Settled,0,0
577017,2022-12-31,U0051527,maharashtra,amazon_pay,231,Success,,868,P2M,App,Android,3.25,Settled,0,0
577018,2022-12-18,U0249830,tripura,phonepe,265,Success,,549,Bill,App,Android,1.03,Settled,0,0
577019,2022-12-12,U0399820,west_bengal,google_pay,834,Success,,450,Recharge,App,iOS,0.95,Settled,0,0
577020,2022-12-29,U0345069,nagaland,phonepe,2597,Success,,163,P2M,App,Android,0.48,Settled,0,0
577021,2022-12-05,U0253411,andhra_pradesh,supermoney,353,Success,,193,Recharge,App,Android,1.81,Settled,0,0
577022,2022-12-19,U0380964,rajasthan,google_pay,19,Success,,879,Recharge,App,Android,0.51,Settled,0,0
577023,2022-12-08,U0147763,chandigarh,amazon_pay,648,Success,,230,Recharge,App,iOS,0.1,Settled,0,0
577024,2022-12-20,U0473800,sikkim,amazon_pay,888,Success,,905,P2M,App,Android,1.86,Settled,0,0
577025,2022-12-15,U0055914,goa,phonepe,1600,Success,,171,P2P,App,Android,0.02,Settled,0,0
577026,2022-12-14,U0333448,bihar,phonepe,476,Success,,991,Bill,App,Android,1.89,Settled,0,0
577027,2022-12-25,U0160696,chhattisgarh,paytm,676,Success,,109,Recharge,App,Android,3.96,Settled,0,0
577028,2022-12-26,U0346130,andhra_pradesh,amazon_pay,761,Success,,613,P2P,App,Android,1.47,Settled,0,0
577029,2022-12-05,U0436093,odisha,amazon_pay,88,Success,,972,Recharge,App,Android,0.93,Settled,0,0
577030,2022-12-06,U0365393,arunachal_pradesh,paytm,623,Success,,583,P2P,App,Android,0.06,Settled,0,0
577031,2022-12-27,U0357065,nagaland,paytm,456,Success,,711,Recharge,App,Android,3.88,Settled,0,0
577032,2022-12-25,U0336157,haryana,google_pay,877,Success,,740,Recharge,App,Android,0.43,Settled,0,0
577033,2022-12-12,U0280565,tamil_nadu,phonepe,705,Success,,793,P2P,App,Android,0.38,Settled,0,0
577034,2022-12-18,U0078250,meghalaya,phonepe,675,Success,,114,Bill,App,Android,1.39,Settled,0,0
577035,2022-12-09,U0426266,jharkhand,google_pay,16,Success,,988,P2P,App,iOS,0.24,Settled,0,0
577036,2022-12-04,U0366080,nagaland,phonepe,365,Success,,727,Recharge,App,iOS,0.29,Settled,0,0
577037,2022-12-27,U0062164,rajasthan,google_pay,201,Success,,592,P2M,App,iOS,1.1,Settled,0,0
577038,2022-12-24,U0220988,bihar,google_pay,628,Success,,311,P2M,App,Android,2.81,Settled,0,0
577039,2022-12-23,U0064220,punjab,google_pay,1292,Success,,209,Bill,App,Android,0.6,Settled,0,0
577040,2022-12-06,U0363619,jammu_kashmir,phonepe,2459,Success,,222,Recharge,App,Android,0.85,Settled,0,0
577041,2022-12-13,U0304967,uttarakhand,google_pay,701,Failed,Insufficient Balance,905,Recharge,Web,Android,,Pending,0,0
577042,2022-12-22,U0368574,goa,paytm,410,Success,,831,Recharge,App,Android,0.08,Settled,0,0
577043,2022-12-03,U0445302,maharashtra,phonepe,378,Success,,297,P2M,App,Android,0.82,Settled,0,0
577044,2022-12-08,U0004024,delhi,google_pay,70,Success,,184,Bill,App,Android,1.09,Settled,0,0
577045,2022-12-15,U0104909,kerala,bhim,49,Success,,501,P2M,App,Android,0.15,Settled,0,0
577046,2022-12-19,U0403764,delhi,paytm,64,Success,,439,Bill,App,Android,0.42,Settled,0,0
577047,2022-12-17,U0352687,karnataka,google_pay,1958,Success,,532,P2M,App,Android,0.41,Settled,0,0
577048,2022-12-21,U0155070,sikkim,phonepe,660,Success,,673,P2P,App,Android,1.28,Settled,0,0
577049,2022-12-03,U0411627,andhra_pradesh,supermoney,395,Success,,570,P2P,App,Android,5.8,Settled,0,0
577050,2022-12-20,U0217407,karnataka,google_pay,244,Success,,122,P2P,App,Android,2.73,Settled,0,0
577051,2022-12-05,U0018237,haryana,google_pay,2759,Success,,769,P2P,App,Android,2.27,Settled,0,0
577052,2022-12-07,U0419591,assam,paytm,960,Success,,644,P2M,Web,Android,1.14,Settled,0,0
577053,2022-12-26,U0349648,west_bengal,paytm,660,Success,,951,P2M,App,Android,0.59,Settled,0,0
577054,2022-12-19,U0127899,jammu_kashmir,paytm,262,Success,,872,P2P,App,Android,2.7,Settled,0,0
577055,2022-12-08,U0400235,jharkhand,supermoney,359,Success,,856,P2P,App,Android,4.25,Settled,0,0
577056,2022-12-01,U0347378,maharashtra,paytm,184,Success,,889,Recharge,App,Android,0.03,Settled,0,0
577057,2022-12-22,U0392766,jammu_kashmir,google_pay,561,Success,,349,Bill,App,Android,0.06,Settled,0,0
577058,2022-12-30,U0189133,arunachal_pradesh,phonepe,318,Success,,291,P2M,App,Android,1.44,Settled,0,0
577059,2022-12-13,U0171231,delhi,google_pay,43,Success,,390,P2P,Web,Android,2.51,Settled,0,0
577060,2022-12-18,U0074691,odisha,paytm,287,Success,,991,Bill,App,iOS,0.76,Settled,0,0
577061,2022-12-09,U0250483,jharkhand,google_pay,1846,Success,,184,P2M,App,iOS,0.44,Settled,0,0
577062,2022-12-19,U0377062,karnataka,bhim,1446,Success,,276,P2P,App,Android,4.59,Settled,0,0
577063,2022-12-15,U0330397,delhi,google_pay,83,Success,,208,Bill,App,Android,0.12,Settled,0,0
577064,2022-12-15,U0456968,telangana,supermoney,835,Success,,377,P2P,App,Android,0.86,Settled,0,0
577065,2022-12-04,U0128588,jharkhand,phonepe,159,Success,,671,P2M,App,Android,1.47,Settled,0,0
577066,2022-12-25,U0168921,tripura,supermoney,600,Success,,957,Recharge,App,iOS,2.43,Settled,0,0
577067,2022-12-20,U0164902,odisha,amazon_pay,99,Success,,727,P2P,Web,iOS,0.05,Settled,0,0
577068,2022-12-24,U0201900,madhya_pradesh,phonepe,321,Success,,160,P2P,App,iOS,1.92,Settled,0,0
577069,2022-12-01,U0426895,rajasthan,google_pay,65,Success,,329,Bill,App,iOS,0.54,Settled,0,0
577070,2022-12-09,U0239940,tamil_nadu,paytm,3222,Success,,949,P2M,App,Android,2.77,Settled,0,0
577071,2022-12-31,U0350604,punjab,phonepe,78,Success,,560,Recharge,App,Android,1.95,Settled,0,0
577072,2022-12-19,U0442852,punjab,phonepe,3175,Success,,643,P2M,App,Android,2.97,Settled,0,0
577073,2022-12-26,U0441113,chhattisgarh,google_pay,121,Success,,600,Bill,App,Android,2.97,Settled,0,0
577074,2022-12-19,U0356671,arunachal_pradesh,google_pay,1290,Success,,541,P2P,App,iOS,4.38,Settled,0,0
577075,2022-12-26,U0016211,madhya_pradesh,bhim,506,Success,,384,Bill,App,Android,0.34,Settled,0,0
577076,2022-12-21,U0042981,chhattisgarh,phonepe,730,Success,,744,Bill,App,Other,0.11,Settled,0,0
577077,2022-12-19,U0029703,mizoram,amazon_pay,854,Success,,664,Recharge,App,Android,1.5,Settled,0,0
577078,2022-12-10,U0098530,delhi,google_pay,227,Success,,608,P2P,App,Android,2.45,Settled,0,0
577079,2022-12-29,U0208451,kerala,phonepe,181,Success,,122,P2P,App,Android,0.27,Settled,0,0
577080,2022-12-11,U0422424,haryana,paytm,431,Success,,106,Bill,App,Android,1.14,Settled,0,0
577081,2022-12-11,U0333822,gujarat,amazon_pay,2045,Success,,660,P2M,App,Android,2.35,Settled,0,0
577082,2022-12-13,U0373902,nagaland,phonepe,157,Success,,573,P2P,App,Android,0.98,Settled,0,0
577083,2022-12-16,U0203566,west_bengal,paytm,643,Success,,944,Bill,App,iOS,0.47,Settled,0,0
