TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,FailReason,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds
570501,2022-11-07,U0039985,odisha,amazon_pay,73,Success,,504,Bill,App,Android,0.57,Settled,0,0
570502,2022-11-20,U0425230,assam,phonepe,136,Success,,521,P2M,App,Android,0.06,Settled,0,0
570503,2022-11-05,U0475280,chhattisgarh,amazon_pay,1194,Success,,663,P2M,App,Android,0.48,Settled,0,0
570504,2022-11-23,U0317268,jharkhand,google_pay,169,Success,,362,Recharge,App,iOS,1.39,Settled,0,0
570505,2022-11-07,U0467399,bihar,phonepe,357,Success,,175,Bill,App,Android,0.42,Settled,0,0
570506,2022-11-23,U0214422,west_bengal,amazon_pay,723,Success,,553,P2M,App,iOS,3.11,Settled,0,0
570507,2022-11-08,U0203479,maharashtra,supermoney,81,Success,,929,Bill,App,Android,1.35,Settled,0,0
570508,2022-11-10,U0181885,odisha,paytm,245,Success,,701,Recharge,App,iOS,0.2,Settled,0,0
570509,2022-11-13,U0215003,delhi,google_pay,785,Success,,572,P2P,Web,Android,1.37,Settled,0,0
570510,2022-11-23,U0144035,chhattisgarh,google_pay,487,Success,,890,P2P,App,iOS,0.28,Settled,0,0
570511,2022-11-01,U0485590,madhya_pradesh,phonepe,611,Success,,343,Bill,App,Android,0.23,Settled,0,0
570512,2022-11-19,U0296191,delhi,paytm,357,Success,,629,P2M,Web,Android,2.44,Settled,0,0
570513,2022-11-14,U0169478,karnataka,google_pay,596,Failed,Daily Limit Exceeded,497,P2M,App,iOS,,Pending,0,0
570514,2022-11-24,U0180465,punjab,phonepe,79,Failed,Insufficient Balance,104,P2P,App,Android,,Pending,0,0
570515,2022-11-04,U0308722,assam,bhim,290,Success,,646,Bill,App,iOS,0.31,Settled,0,0
570516,2022-11-03,U0177555,tripura,amazon_pay,776,Success,,727,P2M,App,Android,0.78,Settled,0,0
570517,2022-11-04,U0206497,chhattisgarh,paytm,616,Success,,938,Bill,App,Android,0.65,Settled,0,0
570518,2022-11-13,U0074396,uttar_pradesh,paytm,77,Success,,753,P2P,App,Android,0.81,Settled,0,0
570519,2022-11-01,U0065925,manipur,paytm,1980,Success,,469,P2P,App,Android,1.03,Settled,0,0
570520,2022-11-17,U0095204,kerala,amazon_pay,151,Success,,172,P2M,App,iOS,3.2,Settled,0,0
570521,2022-11-05,U0185738,mizoram,phonepe,326,Success,,973,Recharge,App,Android,1.23,Settled,0,0
570522,2022-11-30,U0013482,odisha,phonepe,547,Success,,235,P2P,App,Android,4.33,Settled,0,0
570523,2022-11-09,U0383730,tamil_nadu,google_pay,217,Success,,597,Bill,App,Android,0.41,Settled,0,0
570524,2022-11-24,U0259397,uttar_pradesh,phonepe,1663,Failed,Network Error,141,P2M,App,Android,,Pending,0,0
570525,2022-11-10,U0036635,delhi,google_pay,85,Success,,992,Recharge,App,Android,1.97,Settled,0,0
570526,2022-11-22,U0463123,bihar,paytm,476,Success,,400,P2M,Web,Android,3.95,Settled,0,0
570527,2022-11-01,U0373912,uttarakhand,google_pay,685,Success,,823,Bill,App,Android,0.43,Settled,0,0
570528,2022-11-11,U0117773,goa,paytm,384,Success,,262,P2M,App,Android,1.32,Settled,0,0
570529,2022-11-12,U0431348,sikkim,paytm,546,Success,,298,Recharge,App,Android,0.2,Settled,0,0
570530,2022-11-17,U0235884,rajasthan,phonepe,99,Success,,704,Bill,App,iOS,0.55,Settled,0,0
570531,2022-11-06,U0080687,jharkhand,phonepe,839,Success,,669,P2P,App,Android,0.06,Settled,0,0
570532,2022-11-09,U0117685,meghalaya,google_pay,115,Success,,641,Recharge,App,iOS,2.27,Settled,0,0
570533,2022-11-08,U0162387,kerala,phonepe,2167,Success,,703,P2P,App,Android,1.63,Settled,0,0
570534,2022-11-11,U0053148,meghalaya,phonepe,33,Success,,244,P2M,Web,Android,2.72,Settled,0,0
570535,2022-11-18,U0377876,tamil_nadu,phonepe,137,Success,,942,P2M,App,Android,1.35,Settled,0,0
570536,2022-11-22,U0286531,nagaland,amazon_pay,81,Success,,975,P2M,App,Android,2.19,Settled,0,0
570537,2022-11-12,U0385469,tamil_nadu,google_pay,164,Success,,995,P2M,App,Android,1.64,Settled,0,0
570538,2022-11-06,U0130770,tripura,google_pay,131,Success,,192,P2P,Web,Android,1.04,Settled,0,0
570539,2022-11-13,U0492468,arunachal_pradesh,paytm,356,Success,,123,P2M,App,iOS,0.41,Settled,0,0
570540,2022-11-07,U0098742,goa,google_pay,411,Success,,458,P2P,App,Android,1.02,Settled,0,0
570541,2022-11-01,U0240094,manipur,phonepe,32,Success,,542,P2P,App,Android,1.05,Settled,0,0
570542,2022-11-11,U0068790,chandigarh,google_pay,1281,Success,,797,Recharge,App,Android,1.04,Settled,0,0
570543,2022-11-10,U0447494,karnataka,paytm,1969,Success,,477,P2P,Web,Android,1.24,Settled,0,0
570544,2022-11-09,U0234980,maharashtra,paytm,900,Success,,543,P2P,App,iOS,0.24,Settled,0,0
570545,2022-11-11,U0067506,arunachal_pradesh,phonepe,361,Success,,836,Bill,App,iOS,0.09,Settled,0,0
570546,2022-11-18,U0330776,gujarat,phonepe,106,Success,,471,P2P,Web,Android,0.7,Settled,0,0
570547,2022-11-01,U0452935,mizoram,paytm,258,Pending,Insufficient Balance,103,Bill,App,Android,,Pending,1,0
570548,2022-11-06,U0324677,mizoram,google_pay,296,Failed,Insufficient Balance,300,P2P,App,Android,,Pending,0,2
570549,2022-11-07,U0359797,meghalaya,google_pay,1201,Success,,472,P2M,App,Android,0.99,Settled,0,0
570550,2022-11-20,U0040106,gujarat,paytm,914,Success,,594,Recharge,App,Android,2.23,Settled,0,0
570551,2022-11-23,U0205474,west_bengal,google_pay,919,Success,,947,P2M,Web,Android,1.36,Settled,0,0
570552,2022-11-03,U0164123,bihar,amazon_pay,383,Pending,Insufficient Balance,483,P2P,App,Android,,Pending,1,0
570553,2022-11-08,U0413454,jammu_kashmir,amazon_pay,1764,Success,,966,P2P,App,Android,1.27,Settled,0,0
570554,2022-11-03,U0183846,tripura,google_pay,888,Success,,878,Bill,App,Android,5.66,Settled,0,0
570555,2022-11-22,U0357027,madhya_pradesh,phonepe,4220,Success,,736,Bill,App,Android,0.65,Settled,0,0
570556,2022-11-09,U0132977,karnataka,paytm,209,Success,,496,Bill,App,Android,1.47,Settled,0,0
570557,2022-11-03,U0191218,telangana,phonepe,1072,Success,,791,Bill,App,Android,3.71,Settled,0,0
570558,2022-11-26,U0296941,meghalaya,phonepe,167,Success,,687,Recharge,App,Android,0.88,Settled,0,0
570559,2022-11-24,U0499988,chhattisgarh,google_pay,71,Success,,404,P2P,App,Android,0.75,Settled,0,0
570560,2022-11-05,U0443556,mizoram,amazon_pay,446,Failed,Bank Reject,642,P2M,App,Android,,Pending,0,0
570561,2022-11-16,U0167641,rajasthan,google_pay,795,Success,,254,Bill,App,Android,0.29,Settled,0,0
570562,2022-11-28,U0129823,haryana,amazon_pay,266,Success,,854,P2P,App,Android,0.26,Settled,0,0
570563,2022-11-28,U0340921,chhattisgarh,phonepe,1055,Success,,224,P2M,App,Android,0.6,Settled,0,0
570564,2022-11-10,U0359573,maharashtra,phonepe,420,Success,,978,Bill,App,Android,0.84,Settled,0,0
570565,2022-11-11,U0158313,bihar,google_pay,101,Success,,679,P2M,App,iOS,1.58,Settled,0,0
570566,2022-11-16,U0373981,rajasthan,phonepe,93,Success,,969,Bill,Web,Android,0.98,Settled,0,0
570567,2022-11-21,U0203204,delhi,google_pay,771,Failed,Network Error,499,Bill,App,Android,,Pending,0,1
570568,2022-11-16,U0345887,kerala,phonepe,1707,Success,,200,P2M,App,Android,0.15,Settled,0,0
570569,2022-11-12,U0076668,delhi,phonepe,719,Success,,204,P2P,App,Other,1.49,Settled,0,0
570570,2022-11-14,U0480251,karnataka,supermoney,578,Success,,702,Recharge,App,Android,0.0,Settled,0,0
570571,2022-11-07,U0125566,haryana,phonepe,204,Success,,146,P2P,App,Android,0.31,Settled,0,0
570572,2022-11-02,U0200083,rajasthan,google_pay,104,Success,,740,P2P,Web,Android,1.86,Settled,0,0
570573,2022-11-10,U0332553,delhi,amazon_pay,19431,Success,,124,Bill,App,Android,0.79,Settled,0,0
570574,2022-11-30,U0068002,bihar,google_pay,200,Success,,393,Bill,App,iOS,0.54,Settled,0,0
570575,2022-11-14,U0194020,karnataka,phonepe,291,Success,,884,P2P,App,Android,0.37,Settled,0,0
570576,2022-11-08,U0393551,punjab,paytm,179,Success,,989,Bill,App,Android,1.16,Settled,0,0
570577,2022-11-23,U0075884,haryana,phonepe,271,Success,,546,Recharge,App,Android,0.3,Settled,0,0
570578,2022-11-30,U0356696,manipur,google_pay,200,Success,,243,Bill,App,Android,0.27,Settled,0,0
570579,2022-11-18,U0018121,madhya_pradesh,google_pay,424,Failed,Invalid VPA,624,Recharge,App,Android,,Pending,0,0
570580,2022-11-19,U0173368,west_bengal,paytm,1266,Success,,149,P2M,App,Android,9.42,Settled,0,0
