TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,FailReason,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds
723250,2024-09-13,U0373527,tamil_nadu,google_pay,485,Success,,391,P2M,App,iOS,1.81,Settled,0,0
723251,2024-09-23,U0218218,madhya_pradesh,google_pay,151,Success,,733,Bill,Web,Android,3.03,Settled,0,0
723252,2024-09-21,U0375705,chhattisgarh,phonepe,1289,Success,,709,P2P,App,Android,1.22,Settled,0,0
723253,2024-09-07,U0413565,punjab,google_pay,487,Failed,Invalid VPA,230,P2P,App,Android,,Pending,0,0
723254,2024-09-15,U0341878,jharkhand,supermoney,397,Success,,769,P2P,App,Android,1.47,Settled,0,0
723255,2024-09-28,U0085279,assam,supermoney,508,Success,,133,Bill,App,iOS,1.1,Settled,0,0
723256,2024-09-24,U0444700,chandigarh,google_pay,46,Success,,149,Recharge,App,Android,2.41,Settled,0,0
723257,2024-09-06,U0006371,punjab,amazon_pay,407,Success,,926,Recharge,Web,Android,1.28,Settled,0,0
723258,2024-09-24,U0078359,arunachal_pradesh,google_pay,318,Success,,582,P2P,App,Android,2.82,Settled,0,0
723259,2024-09-20,U0047987,goa,bhim,620,Success,,822,Bill,App,Android,1.89,Settled,0,0
723260,2024-09-21,U0495994,odisha,phonepe,527,Success,,888,Bill,App,Android,2.89,Settled,0,0
723261,2024-09-26,U0078818,maharashtra,paytm,281,Success,,478,Bill,App,Android,0.21,Settled,0,0
723262,2024-09-02,U0362201,uttar_pradesh,phonepe,1442,Success,,938,Bill,App,Android,3.45,Settled,0,0
723263,2024-09-23,U0033822,telangana,google_pay,449,Success,,751,Bill,App,Android,0.91,Settled,0,0
723264,2024-09-27,U0339997,delhi,phonepe,23,Success,,700,Bill,App,Android,1.05,Settled,0,0
723265,2024-09-28,U0027902,delhi,phonepe,98,Success,,868,Recharge,Web,Android,0.66,Settled,0,0
723266,2024-09-27,U0376931,chhattisgarh,google_pay,381,Success,,816,Bill,App,Android,2.11,Settled,0,0
723267,2024-09-13,U0433536,odisha,phonepe,987,Success,,241,P2M,App,iOS,0.21,Settled,0,0
723268,2024-09-21,U0103969,tamil_nadu,google_pay,962,Success,,243,Bill,App,Android,0.18,Settled,0,0
723269,2024-09-09,U0321661,rajasthan,google_pay,372,Success,,901,Recharge,App,Android,0.2,Settled,0,0
723270,2024-09-10,U0496337,gujarat,phonepe,200,Success,,304,Recharge,App,Android,0.5,Settled,0,0
723271,2024-09-10,U0332698,rajasthan,phonepe,1070,Success,,134,P2M,App,Android,3.82,Settled,0,0
723272,2024-09-27,U0172006,rajasthan,google_pay,77,Success,,306,Recharge,App,Android,0.11,Settled,0,0
723273,2024-09-14,U0473473,rajasthan,google_pay,143,Success,,909,Bill,App,Android,0.9,Settled,0,0
723274,2024-09-15,U0248867,delhi,phonepe,263,Success,,264,P2P,App,iOS,2.53,Settled,0,0
723275,2024-09-23,U0322527,chhattisgarh,phonepe,350,Success,,124,P2M,App,Android,3.29,Settled,0,0
723276,2024-09-15,U0174698,sikkim,phonepe,131,Success,,449,Recharge,App,Android,0.48,Settled,0,0
723277,2024-09-28,U0411774,assam,google_pay,332,Success,,968,Recharge,App,Android,1.09,Settled,0,0
723278,2024-09-18,U0336669,maharashtra,phonepe,619,Success,,587,Recharge,App,Android,5.33,Settled,0,0
723279,2024-09-28,U0405591,maharashtra,phonepe,287,Success,,247,Recharge,App,Android,5.53,Settled,0,0
723280,2024-09-06,U0091999,jharkhand,google_pay,324,Success,,482,P2M,App,Android,0.18,Settled,0,0
723281,2024-09-18,U0321403,tripura,paytm,281,Success,,983,P2M,App,Android,0.29,Settled,0,0
723282,2024-09-24,U0114537,tamil_nadu,google_pay,435,Success,,942,Recharge,App,Android,1.5,Settled,0,0
723283,2024-09-01,U0245338,bihar,phonepe,1914,Success,,151,Bill,App,Android,0.24,Settled,0,0
723284,2024-09-05,U0409744,madhya_pradesh,google_pay,193,Success,,688,P2P,App,iOS,0.2,Settled,0,0
723285,2024-09-07,U0420585,karnataka,amazon_pay,701,Success,,934,Bill,App,iOS,0.23,Settled,0,0
723286,2024-09-02,U0077580,uttar_pradesh,paytm,244,Success,,342,Recharge,App,Android,0.48,Settled,0,0
723287,2024-09-23,U0156655,gujarat,phonepe,150,Success,,972,Bill,App,Android,5.06,Settled,0,0
723288,2024-09-02,U0348714,bihar,google_pay,171,Pending,Invalid VPA,140,P2M,App,Android,,Pending,1,0
723289,2024-09-12,U0081992,meghalaya,phonepe,103,Success,,852,Recharge,App,Android,1.59,Settled,0,0
723290,2024-09-21,U0139167,chhattisgarh,amazon_pay,556,Success,,505,P2M,App,Android,4.02,Settled,0,0
723291,2024-09-13,U0109046,goa,google_pay,482,Success,,224,P2P,App,Android,3.11,Settled,0,0
723292,2024-09-05,U0349233,chhattisgarh,phonepe,268,Success,,476,Bill,App,Android,1.42,Settled,0,0
723293,2024-09-06,U0452816,jammu_kashmir,supermoney,242,Success,,800,Bill,App,Android,0.8,Settled,0,0
723294,2024-09-09,U0080334,west_bengal,phonepe,229,Success,,189,Bill,App,Android,0.5,Settled,0,0
723295,2024-09-23,U0087098,west_bengal,google_pay,150,Success,,644,Bill,App,Android,5.27,Settled,0,0
723296,2024-09-23,U0295471,karnataka,phonepe,443,Success,,839,Recharge,App,Android,0.02,Settled,0,0
723297,2024-09-06,U0474738,kerala,supermoney,138,Success,,394,P2P,App,iOS,0.55,Settled,0,0
723298,2024-09-20,U0094362,uttarakhand,paytm,4335,Success,,823,P2M,App,Android,0.55,Settled,0,0
723299,2024-09-14,U0405212,madhya_pradesh,paytm,2255,Success,,308,P2M,Web,Android,1.02,Settled,0,0
723300,2024-09-28,U0113998,punjab,supermoney,478,Success,,325,P2P,App,iOS,1.65,Settled,0,0
723301,2024-09-10,U0286964,sikkim,paytm,427,Success,,320,Recharge,Web,Android,3.42,Settled,0,0
723302,2024-09-25,U0040600,bihar,google_pay,1446,Success,,182,P2M,App,Android,0.36,Settled,0,0
723303,2024-09-24,U0430409,chhattisgarh,phonepe,787,Success,,199,Recharge,App,Android,2.29,Settled,0,0
723304,2024-09-17,U0333964,kerala,supermoney,390,Success,,153,Recharge,App,Android,1.35,Settled,0,0
723305,2024-09-02,U0179574,karnataka,phonepe,40,Success,,905,Recharge,App,Android,3.96,Settled,0,0
723306,2024-09-06,U0285232,karnataka,phonepe,282,Success,,504,P2M,App,iOS,5.49,Settled,0,0
723307,2024-09-30,U0480364,tamil_nadu,google_pay,1767,Success,,389,P2M,App,Android,4.35,Settled,0,0
723308,2024-09-16,U0440248,nagaland,paytm,1325,Success,,849,P2M,App,iOS,1.05,Settled,0,0
723309,2024-09-22,U0293267,haryana,paytm,252,Success,,463,Recharge,App,Android,4.4,Settled,0,0
723310,2024-09-09,U0326232,jharkhand,google_pay,543,Success,,801,P2M,App,Android,0.03,Settled,0,0
723311,2024-09-18,U0434846,meghalaya,google_pay,561,Success,,609,P2P,App,Android,2.92,Settled,0,0
723312,2024-09-11,U0078367,uttarakhand,phonepe,1125,Success,,247,Bill,App,Android,1.35,Settled,0,0
723313,2024-09-05,U0445460,jammu_kashmir,bhim,952,Success,,699,P2M,App,Android,0.31,Settled,0,0
723314,2024-09-16,U0076796,goa,google_pay,391,Success,,604,P2M,App,iOS,0.78,Settled,0,0
723315,2024-09-03,U0365951,gujarat,amazon_pay,580,Success,,216,P2M,App,Android,0.82,Settled,0,0
723316,2024-09-19,U0142488,delhi,google_pay,295,Success,,307,Recharge,App,Android,0.94,Settled,0,0
723317,2024-09-30,U0391019,punjab,phonepe,56,Success,,171,P2M,Web,iOS,1.88,Settled,0,0
723318,2024-09-01,U0414834,jharkhand,google_pay,101,Success,,129,Recharge,App,Android,2.31,Settled,0,0
723319,2024-09-17,U0117342,rajasthan,paytm,463,Success,,858,Bill,App,Android,0.45,Settled,0,0
723320,2024-09-04,U0334275,delhi,paytm,528,Success,,629,Recharge,App,Android,0.79,Settled,0,0
723321,2024-09-25,U0400776,jammu_kashmir,phonepe,301,Success,,112,P2M,App,Android,0.27,Settled,0,0
723322,2024-09-06,U0466430,bihar,paytm,3931,Success,,612,P2M,App,Android,2.84,Settled,0,0
723323,2024-09-24,U0407901,madhya_pradesh,google_pay,1454,Success,,496,Bill,Web,Android,1.77,Settled,0,0
723324,2024-09-08,U0247923,nagaland,google_pay,129,Success,,975,Recharge,Web,Android,0.06,Settled,0,0
723325,2024-09-25,U0329440,maharashtra,paytm,262,Success,,503,Bill,App,Android,0.71,Settled,0,0
723326,2024-09-23,U0304968,jharkhand,supermoney,1087,Failed,Bank Reject,279,Bill,App,Android,,Pending,0,0
723327,2024-09-03,U0280293,sikkim,phonepe,541,Success,,958,P2P,Web,Android,2.31,Settled,0,0
723328,2024-09-04,U0101680,mizoram,google_pay,70,Success,,900,Recharge,App,Android,0.88,Settled,0,0
723329,2024-09-10,U0281070,andhra_pradesh,paytm,76,Success,,656,Bill,App,Android,0.16,Settled,0,0
723330,2024-09-18,U0203997,gujarat,supermoney,1132,Success,,357,P2P,App,Android,1.04,Settled,0,0
723331,2024-09-11,U0114489,kerala,google_pay,331,Success,,376,P2M,App,Android,0.22,Settled,0,0
723332,2024-09-21,U0081587,arunachal_pradesh,amazon_pay,3275,Success,,616,P2M,App,iOS,0.93,Settled,0,0
723333,2024-09-28,U0445620,andhra_pradesh,paytm,24,Success,,329,Recharge,App,Android,1.63,Settled,0,0
723334,2024-09-25,U0061125,uttarakhand,paytm,691,Success,,874,Bill,App,Android,4.15,Settled,0,0
723335,2024-09-05,U0107250,assam,phonepe,341,Success,,108,Recharge,App,Android,2.35,Settled,0,0
723336,2024-09-10,U0306148,karnataka,google_pay,157,Success,,256,P2M,App,iOS,1.91,Settled,0,0
723337,2024-09-20,U0146264,kerala,supermoney,257,Success,,699,Bill,App,iOS,1.9,Settled,0,0
723338,2024-09-18,U0456777,kerala,paytm,1624,Success,,723,Recharge,App,iOS,3.54,Settled,0,0
723339,2024-09-22,U0476098,tamil_nadu,google_pay,1209,Failed,Server Downtime,155,P2M,App,Android,,Pending,0,0
723340,2024-09-26,U0059088,goa,paytm,504,Success,,539,Bill,App,Android,0.77,Settled,0,0
723341,2024-09-26,U0381576,punjab,paytm,446,Success,,380,P2P,App,Android,1.14,Settled,0,0
723342,2024-09-01,U0066391,sikkim,phonepe,450,Success,,558,Recharge,App,Android,0.93,Settled,0,0
723343,2024-09-08,U0350674,bihar,amazon_pay,762,Success,,624,Recharge,App,Android,2.74,Settled,0,0
723344,2024-09-25,U0309275,telangana,amazon_pay,599,Success,,333,Recharge,App,Android,0.45,Settled,0,0
723345,2024-09-13,U0035365,arunachal_pradesh,google_pay,36,Success,,444,Recharge,App,Android,0.54,Settled,0,0
723346,2024-09-04,U0101646,uttar_pradesh,phonepe,596,Success,,272,Bill,App,Android,0.05,Settled,0,0
723347,2024-09-20,U0488652,rajasthan,paytm,536,Success,,656,P2P,App,Android,2.55,Settled,0,0
723348,2024-09-22,U0182283,odisha,paytm,1467,Success,,899,P2P,Web,Android,2.16,Settled,0,0
723349,2024-09-16,U0346977,delhi,paytm,166,Success,,556,Bill,App,Android,2.54,Settled,0,0
723350,2024-09-28,U0169054,meghalaya,phonepe,628,Success,,426,Bill,App,iOS,0.2,Settled,0,0
723351,2024-09-02,U0472580,madhya_pradesh,google_pay,187,Success,,453,P2M,App,Android,0.02,Settled,0,0
723352,2024-09-06,U0291081,rajasthan,phonepe,208,Success,,230,Recharge,App,Android,1.34,Settled,0,0
723353,2024-09-27,U0090940,bihar,supermoney,523,Success,,369,P2M,App,iOS,1.42,Settled,0,0
723354,2024-09-17,U0306189,telangana,amazon_pay,755,Failed,Network Error,580,P2M,App,Android,,Pending,0,0
723355,2024-09-04,U0427177,maharashtra,phonepe,319,Success,,953,Bill,App,Android,0.76,Settled,0,0
