TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,FailReason,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds
793250,2025-07-01,U0254227,mizoram,paytm,625,Failed,Insufficient Balance,651,Bill,App,Android,,Pending,0,1
793251,2025-07-14,U0205277,kerala,amazon_pay,71,Success,,872,Recharge,App,Android,0.84,Settled,0,0
793252,2025-07-24,U0409878,maharashtra,google_pay,741,Success,,318,P2M,Web,iOS,0.92,Settled,0,0
793253,2025-07-14,U0200338,bihar,google_pay,307,Success,,384,P2M,App,iOS,0.81,Settled,0,0
793254,2025-07-29,U0436021,kerala,google_pay,118,Success,,321,Bill,App,Android,1.23,Settled,0,0
793255,2025-07-31,U0344227,meghalaya,bhim,603,Success,,623,P2M,App,Android,0.15,Settled,0,0
793256,2025-07-01,U0305721,andhra_pradesh,phonepe,1470,Success,,858,P2P,App,iOS,1.04,Settled,0,0
793257,2025-07-01,U0048312,assam,paytm,269,Success,,275,Recharge,App,Android,1.39,Settled,0,0
793258,2025-07-24,U0160544,chandigarh,google_pay,733,Success,,777,Bill,App,Android,0.96,Settled,0,0
793259,2025-07-24,U0323086,telangana,phonepe,671,Success,,341,Bill,App,Android,3.01,Settled,0,0
793260,2025-07-20,U0196559,bihar,amazon_pay,187,Success,,280,Recharge,App,iOS,2.03,Settled,0,0
793261,2025-07-04,U0357227,bihar,phonepe,169,Success,,915,Recharge,App,Other,0.91,Settled,0,0
793262,2025-07-14,U0304739,tripura,google_pay,188,Success,,212,Bill,App,iOS,1.55,Settled,0,0
793263,2025-07-08,U0174704,madhya_pradesh,google_pay,426,Success,,486,P2P,App,Android,0.32,Settled,0,0
793264,2025-07-25,U0252554,haryana,amazon_pay,306,Success,,189,Bill,App,Android,0.1,Settled,0,0
793265,2025-07-10,U0045180,chandigarh,phonepe,110,Failed,Network Error,307,P2P,App,Android,,Pending,0,0
793266,2025-07-15,U0088186,maharashtra,phonepe,680,Success,,451,P2P,App,Android,1.52,Settled,0,0
793267,2025-07-03,U0439609,manipur,phonepe,234,Success,,255,Bill,App,Android,0.64,Settled,0,0
